ID,Player Name,Overall,Club,League,League location,Nationality,Position,Age,Height (cm),Weight (Kg),Pace,Acceleration,Sprint Speed,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Shooting,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Passing,Vision,Crossing,Free Kick,Short Pass,Long Pass,Pass Curve,Defending,Interceptions,Heading,Marking,Standing Tackle,Sliding Tackle,Physicality,Jumping,Stamina,Strength,Aggression,Diving,Reflexes,Handling,Speed,Kicking,Positoning,Preferred Foot,Attacking Workrate,Defensive Workrate,Weak Foot,Skill Moves,CB,RB,LB,RWB,LWB,CDM,CM,RM,LM,CAM,CF,RF,LF,RW,LW,ST
4047,Seung Hyeon Jeong,71,Kashima Antlers,Meiji Yasuda J1 League,Japan,Korea Republic,CB,24,188,89,42,37,46,37,33,33,63,37,59,24,28,19,36,17,24,35,46,48,32,47,54,44,52,71,71,75,69,72,72,77,77,64,86,70,0,0,0,0,0,0,Right,Low,High,4,2,70,60,60,56,56,61,47,41,41,40,38,38,38,37,37,41
4048,Romaine Sawyers,71,Brentford,EFL Championship,England,St. Kitts and Nevis,CAM,26,185,67,71,70,71,72,82,80,60,74,75,64,64,61,70,66,62,57,69,74,54,51,76,72,67,41,33,53,42,45,34,61,46,66,70,37,0,0,0,0,0,0,Right,Low,High,3,3,49,53,53,55,55,57,67,68,68,70,68,68,68,68,68,66
4049,Sun Tae Kwoun,71,Kashima Antlers,Meiji Yasuda J1 League,Japan,Korea Republic,GK,34,184,85,0,39,47,0,67,51,73,24,57,0,17,16,21,13,11,22,0,64,10,12,35,34,14,0,24,18,18,14,20,0,68,20,69,24,71,70,70,39,65,70,Right,Med,Med,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4050,Henrik Dalsgaard,71,Brentford,EFL Championship,England,Denmark,RB,29,192,81,83,77,88,67,68,66,64,67,58,60,73,58,72,54,51,52,62,55,70,52,66,60,48,66,65,57,63,72,70,72,65,74,73,68,0,0,0,0,0,0,Right,High,Med,3,3,67,70,70,70,70,66,64,68,68,65,67,67,67,68,68,66
4051,Omar Hawsawi,71,Al Nassr,Saudi Professional League,Saudi Arabia,Saudi Arabia,CB,33,185,76,69,68,70,49,70,49,71,48,61,29,45,20,40,32,21,36,46,36,26,26,68,48,30,68,72,68,61,71,69,81,80,74,86,76,0,0,0,0,0,0,Right,Med,High,3,2,70,64,64,62,62,65,54,50,50,49,48,48,48,47,47,49
4052,Nicolò Brighenti,71,Frosinone,Serie A TIM,Italy,Italy,CB,29,178,75,69,72,67,55,71,70,65,55,62,33,19,24,47,39,24,48,45,25,49,32,55,52,37,71,68,74,72,71,70,71,82,66,73,69,0,0,0,0,0,0,Right,Med,Med,3,2,70,65,65,63,63,62,50,50,50,46,45,45,45,48,48,47
4053,Bartosz Salamon,71,Frosinone,Serie A TIM,Italy,Poland,CB,27,196,89,48,41,53,60,56,32,66,68,66,46,30,35,71,54,24,41,59,57,38,59,68,71,45,71,69,70,71,73,70,71,82,62,76,65,0,0,0,0,0,0,Right,Med,Med,3,2,70,64,64,62,62,69,62,54,54,57,54,54,54,52,52,54
4054,Yussif Raman Chibsah,71,Frosinone,Serie A TIM,Italy,Ghana,CM,25,177,78,70,74,66,71,80,83,74,70,63,61,64,58,70,63,44,52,65,62,59,46,73,68,50,66,75,60,64,66,62,75,65,87,69,75,0,0,0,0,0,0,Right,Med,High,3,3,68,69,69,70,70,71,70,68,68,68,67,67,67,67,67,66
4055,Marco Capuano,71,Frosinone,Serie A TIM,Italy,Italy,CB,26,186,80,66,65,67,56,66,64,66,52,68,33,25,20,59,38,18,41,49,36,45,21,59,59,40,70,68,70,70,71,70,80,77,74,87,69,0,0,0,0,0,0,Left,High,Med,2,2,70,65,65,63,63,65,53,51,51,48,47,47,47,48,48,49
4056,Luka Krajnc,71,Frosinone,Serie A TIM,Italy,Slovenia,CB,24,187,86,65,65,65,60,58,64,62,64,63,33,54,25,44,30,37,44,53,31,58,26,64,61,48,69,68,65,68,72,70,75,77,65,84,66,0,0,0,0,0,0,Left,Med,Med,2,2,70,66,66,65,65,65,57,57,57,53,52,52,52,54,54,53
4057,Arturo Mina,71,Evkur Yeni Malatyaspor,Super Lig,Turkey,Ecuador,CB,27,190,84,51,52,50,52,38,45,66,61,55,36,38,30,52,33,30,45,52,44,43,41,64,57,27,70,67,77,72,68,65,77,67,56,92,66,0,0,0,0,0,0,Right,High,Med,3,2,70,62,62,60,60,65,55,51,51,50,50,50,50,48,48,52
4058,Mads Albæk,71,1. FC Kaiserslautern,3 Liga,Germany,Denmark,CM,28,185,77,53,53,53,68,72,65,69,71,71,65,61,62,71,70,65,57,71,71,70,63,72,76,70,64,69,47,69,64,56,73,56,71,74,75,0,0,0,0,0,0,Left,Med,Med,2,2,65,64,64,66,66,70,70,67,67,68,65,65,65,66,66,64
4059,Moses Odubajo,71,Brentford,EFL Championship,England,England,RB,25,177,72,85,82,88,71,83,77,63,68,66,60,60,61,64,65,31,51,63,68,61,42,66,62,47,70,67,63,70,73,70,72,81,70,74,69,0,0,0,0,0,0,Right,High,Med,4,3,70,70,70,69,69,68,66,68,68,68,67,67,67,68,68,65
4060,Simone Grippo,71,R. Zaragoza,LaLiga 1 I 2 I 3,Spain,Switzerland,CB,29,188,82,59,57,61,56,58,48,61,62,62,54,61,48,62,58,49,56,61,60,53,54,67,60,55,67,66,80,67,68,56,82,82,78,86,79,0,0,0,0,0,0,Right,Low,Med,3,2,70,64,64,63,63,67,63,59,59,59,59,59,59,58,58,61
4061,Jorge Marcos Pombo Escobar,71,R. Zaragoza,LaLiga 1 I 2 I 3,Spain,Spain,ST,24,173,78,63,62,64,67,59,73,66,68,64,71,69,69,80,72,60,62,71,68,68,69,75,73,62,58,52,63,58,61,55,79,67,75,85,72,0,0,0,0,0,0,Right,Med,Med,3,3,64,63,63,64,64,66,69,69,69,69,69,69,69,68,68,70
4062,Osvaldo González,71,Deportivo Toluca,LIGA Bancomer MX,Mexico,Chile,CB,34,182,79,47,54,41,58,59,39,64,61,71,49,25,32,74,70,43,52,62,58,66,42,66,63,48,71,70,69,74,68,70,75,75,69,77,78,0,0,0,0,0,0,Right,Med,High,3,2,70,65,65,65,65,68,60,55,55,55,53,53,53,53,53,53
4063,Alberto Benito Correo,71,R. Zaragoza,LaLiga 1 I 2 I 3,Spain,Spain,RB,26,177,68,77,78,76,67,73,72,64,66,64,41,61,28,56,52,36,44,59,47,69,49,62,59,58,66,65,58,62,73,70,76,64,93,71,70,0,0,0,0,0,0,Right,Med,Med,3,3,67,70,70,70,70,66,62,64,64,60,59,59,59,62,62,57
4064,Elvis Perlaza,71,Independiente Medellín,Liga Dimayor,Colombia,Colombia,RB,29,173,72,75,74,76,60,73,75,65,58,60,31,48,24,57,19,19,31,63,57,76,26,72,56,35,64,62,53,60,70,73,73,74,92,61,80,0,0,0,0,0,0,Right,Med,Med,3,2,66,70,70,70,70,66,60,63,63,57,55,55,55,58,58,51
4065,Andrés Ricaurte,71,Independiente Medellín,Liga Dimayor,Colombia,Colombia,CDM,27,182,70,75,80,70,68,66,59,71,72,68,57,63,57,55,58,41,61,72,79,69,57,73,75,56,61,66,45,50,72,65,73,68,78,70,74,0,0,0,0,0,0,Left,Med,Low,3,3,65,68,68,69,69,70,72,71,71,70,67,67,67,69,69,62
4066,Lindsay Rose,71,FC Lorient,Dominos Ligue 2,France,Mauritius,CB,26,186,88,69,69,69,62,66,60,64,61,67,41,36,38,55,39,31,36,56,46,60,36,63,57,41,71,69,71,70,72,71,76,72,79,76,75,0,0,0,0,0,0,Right,Med,High,3,2,70,68,68,68,68,67,58,59,59,55,54,54,54,56,56,55
4067,Alex Wilkinson,71,Sydney FC,Hyundai A-League,Australia,Australia,CB,34,187,85,43,38,47,51,51,53,62,60,61,46,50,36,60,49,53,58,54,57,33,33,68,59,37,71,69,68,70,74,69,76,70,74,78,75,0,0,0,0,0,0,Right,Med,High,3,2,70,62,62,61,61,68,60,52,52,54,52,52,52,49,49,53
4068,Augusto Batalla,71,Club Atlético Tigre,SAF,Argentina,Argentina,GK,22,185,79,0,43,42,0,37,43,71,18,34,0,17,14,22,15,13,23,0,28,17,17,25,22,13,0,23,16,20,18,17,0,56,33,76,26,72,73,69,43,67,64,Right,Med,Med,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4069,Jorge Ortiz,71,Club Atlético Tigre,SAF,Argentina,Argentina,CM,34,180,74,68,69,68,68,67,69,66,71,67,61,66,53,72,66,67,63,71,67,64,65,77,75,67,66,69,59,67,69,59,70,78,73,65,75,0,0,0,0,0,0,Right,Med,Med,3,3,67,67,67,68,68,70,70,68,68,68,67,67,67,67,67,65
4070,Hernán Menosse,71,Belgrano de Córdoba,SAF,Argentina,Uruguay,CB,31,185,77,63,59,66,42,33,72,63,50,64,36,27,28,65,23,36,55,48,39,36,40,58,60,35,70,67,76,72,69,68,80,66,73,86,79,0,0,0,0,0,0,Right,High,Med,2,2,70,63,63,60,60,64,51,47,47,44,44,44,44,42,42,49
4071,Lucas Acosta,71,Belgrano de Córdoba,SAF,Argentina,Argentina,GK,23,187,84,0,65,62,0,62,62,66,15,3,0,17,17,25,13,16,25,0,26,12,19,25,22,18,0,28,19,16,21,21,0,68,44,77,20,70,73,72,65,67,67,Right,Med,Med,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4072,Federico Lértora,71,Belgrano de Córdoba,SAF,Argentina,Argentina,CDM,28,176,73,63,64,62,65,64,54,65,70,61,51,54,52,59,40,53,58,66,63,64,58,69,68,57,72,67,63,73,76,74,74,78,75,74,72,0,0,0,0,0,0,Right,Med,Med,3,3,71,69,69,69,69,70,66,64,64,63,61,61,61,62,62,60
4073,Rachid Alioui,71,Nîmes Olympique,Ligue 1 Conforama,France,Morocco,ST,26,186,82,72,68,76,68,71,46,63,70,65,70,70,71,75,71,55,55,59,66,57,74,60,43,63,33,36,67,41,19,11,68,73,66,77,49,0,0,0,0,0,0,Right,High,Med,3,3,45,47,47,50,50,48,59,66,66,67,69,69,69,68,68,70
4074,Umut Bozok,71,Nîmes Olympique,Ligue 1 Conforama,France,France,ST,22,178,75,79,79,79,71,78,71,66,70,70,70,72,75,65,64,68,72,57,65,49,54,66,40,48,24,13,66,35,11,12,64,69,65,67,56,0,0,0,0,0,0,Right,Med,Med,3,3,40,44,44,47,47,44,58,67,67,68,70,70,70,69,69,70
4075,Anthony Briançon,71,Nîmes Olympique,Ligue 1 Conforama,France,France,CB,23,185,79,59,66,53,53,57,64,60,60,65,48,49,34,68,63,40,43,54,60,36,39,64,57,42,70,71,66,70,72,65,78,70,76,81,76,0,0,0,0,0,0,Right,Med,High,2,2,70,64,64,62,62,67,60,54,54,56,55,55,55,52,52,55
4076,Mariano Pavone,71,Estudiantes de La Plata,SAF,Argentina,Argentina,ST,36,181,81,52,55,49,63,55,75,66,70,77,75,75,73,76,80,70,74,56,56,50,64,62,50,52,31,22,76,30,27,21,82,87,72,89,77,0,0,0,0,0,0,Right,High,Low,3,2,48,45,45,47,47,49,59,61,61,63,66,66,66,63,63,70
4077,Hotaru Yamaguchi,71,Cerezo Osaka,Meiji Yasuda J1 League,Japan,Japan,CDM,28,173,72,77,79,76,73,84,82,67,75,72,54,52,52,61,55,53,41,66,68,49,46,76,72,55,63,69,52,58,68,66,69,78,77,63,72,0,0,0,0,0,0,Right,Med,Med,3,3,66,67,67,68,68,70,70,68,68,69,66,66,66,66,66,62
4078,Matej Jonjic,71,Cerezo Osaka,Meiji Yasuda J1 League,Japan,Croatia,CB,27,187,83,68,65,71,49,62,34,67,48,58,42,39,47,38,40,33,34,45,35,38,25,57,53,29,72,68,77,71,74,71,71,73,62,80,57,0,0,0,0,0,0,Right,Med,High,3,2,70,64,64,61,61,62,52,51,51,49,50,50,50,50,50,53
4079,Osmar Ibañez Barba,71,Cerezo Osaka,Meiji Yasuda J1 League,Japan,Spain,CDM,30,192,89,51,52,51,52,33,34,60,59,59,57,57,45,70,70,44,68,65,70,54,55,67,72,65,69,73,71,63,71,74,86,69,89,91,73,0,0,0,0,0,0,Left,High,High,2,2,71,67,67,66,66,70,66,59,59,59,58,58,58,56,56,59
4080,Josh Risdon,71,Western Sydney Wanderers,Hyundai A-League,Australia,Australia,RB,26,169,70,75,76,74,62,60,87,57,64,60,48,43,48,50,55,30,43,57,43,69,38,61,57,56,70,74,53,68,75,73,80,92,85,79,71,0,0,0,0,0,0,Right,Med,High,3,2,70,70,70,70,70,67,59,61,61,56,56,56,56,59,59,56
4081,Josh Scowen,71,Queens Park Rangers,EFL Championship,England,England,CDM,25,178,74,60,61,60,67,74,73,69,67,63,53,60,51,56,56,42,42,65,64,61,65,68,66,58,70,72,57,70,72,68,73,85,86,64,78,0,0,0,0,0,0,Right,High,High,3,3,69,69,69,69,69,70,67,65,65,64,62,62,62,63,63,60
4082,Tomer Hemed,71,Queens Park Rangers,EFL Championship,England,Israel,ST,31,186,80,49,43,53,66,61,56,74,73,65,72,74,72,76,66,73,85,52,51,45,54,61,44,52,35,34,77,27,37,15,72,76,59,77,74,0,0,0,0,0,0,Right,Med,Med,4,3,50,45,45,47,47,50,59,60,60,63,66,66,66,63,63,70
4083,Joe Bennett,71,Cardiff City,Premier League,England,England,LB,28,178,74,66,74,60,67,72,68,70,67,64,42,53,35,65,28,51,45,65,59,70,61,68,65,48,71,74,63,70,71,71,68,71,69,65,75,0,0,0,0,0,0,Left,High,Med,3,3,70,70,70,70,70,69,64,64,64,61,60,60,60,61,61,57
4084,Nathaniel Mendez-Laing,71,Cardiff City,Premier League,England,England,RW,26,180,75,85,86,85,73,72,70,67,72,61,64,65,65,67,65,51,48,62,65,66,49,63,57,59,32,46,53,21,30,24,65,62,74,71,40,0,0,0,0,0,0,Right,High,Med,3,3,45,53,53,56,56,51,63,70,70,69,70,70,70,71,71,67
4085,Lee Tomlin,71,Cardiff City,Premier League,England,England,CAM,29,180,74,61,62,61,71,72,74,63,71,66,71,69,69,76,72,65,70,68,75,60,72,70,64,65,37,46,53,29,36,33,65,58,54,66,76,0,0,0,0,0,0,Right,High,Med,3,3,49,51,51,53,53,55,66,67,67,70,69,69,69,68,68,67
4086,Callum Paterson,71,Cardiff City,Premier League,England,Scotland,CM,23,187,76,76,72,79,66,66,59,77,67,58,67,74,69,72,63,68,46,66,71,70,32,67,68,48,69,66,78,67,69,68,86,93,91,83,85,0,0,0,0,0,0,Right,High,High,3,3,73,72,72,72,72,71,70,71,71,69,70,70,70,70,70,72
4087,Jon Ander Garrido Moracia,71,Cádiz CF,LaLiga 1 I 2 I 3,Spain,Spain,CDM,28,185,81,39,38,39,52,33,39,62,61,65,43,50,32,68,45,34,38,58,59,41,49,69,62,41,68,75,52,63,78,55,88,53,86,93,85,0,0,0,0,0,0,Right,Low,High,3,2,69,62,62,62,62,70,63,54,54,54,53,53,53,50,50,52
4088,David Accam,71,Philadelphia Union,Major League Soccer,United States,Ghana,LM,28,174,79,90,90,90,73,84,76,64,66,65,68,68,66,78,64,62,64,63,70,68,67,62,43,72,40,47,45,22,50,46,61,55,66,58,63,0,0,0,0,0,0,Right,Med,Low,3,3,49,57,57,60,60,53,62,70,70,69,70,70,70,71,71,67
4089,Dejan Lekic,71,Cádiz CF,LaLiga 1 I 2 I 3,Spain,Serbia,ST,33,193,88,45,46,45,62,55,38,72,62,54,71,76,72,71,67,70,67,58,56,44,51,72,45,66,32,20,77,36,24,27,70,45,51,86,58,0,0,0,0,0,0,Right,Med,Low,3,2,47,43,43,45,45,48,58,60,60,64,66,66,66,62,62,70
4090,Jonas Knudsen,71,Ipswich Town,EFL Championship,England,Denmark,LB,26,185,82,77,77,77,66,73,75,63,67,56,45,64,25,70,64,29,41,64,59,68,62,65,63,64,68,66,65,70,69,68,72,70,83,69,66,0,0,0,0,0,0,Left,Med,High,3,3,68,70,70,69,69,67,64,65,65,62,61,61,61,63,63,59
4091,Luke Chambers,71,Ipswich Town,EFL Championship,England,England,CB,33,185,87,63,64,63,53,54,60,64,61,55,26,21,23,40,24,17,25,53,50,52,17,61,58,34,70,65,73,72,71,67,78,75,77,79,77,0,0,0,0,0,0,Right,Med,High,3,2,70,66,66,64,64,66,55,53,53,49,47,47,47,48,48,46
4092,Stéphane Sparagna,71,Boavista FC,Liga NOS,Portugal,France,CB,23,186,82,63,65,61,45,41,62,61,50,64,32,26,23,49,32,32,42,45,32,33,27,55,60,40,71,71,63,71,75,71,76,84,68,79,76,0,0,0,0,0,0,Right,Med,Med,2,2,70,63,63,60,60,64,50,46,46,43,43,43,43,42,42,45
4093,Rui Filipe Caetano Moura,71,Boavista FC,Liga NOS,Portugal,Portugal,RB,25,177,74,69,72,67,69,73,71,74,69,63,59,60,46,77,69,57,58,70,64,70,69,73,69,68,69,72,52,68,73,68,71,78,77,65,77,0,0,0,0,0,0,Right,Med,Med,3,3,69,70,70,71,71,71,69,68,68,67,66,66,66,66,66,63
4094,Mateus Galiano da Costa,71,Boavista FC,Liga NOS,Portugal,Angola,LM,34,176,75,78,78,78,73,75,72,71,68,71,71,73,72,73,70,70,59,67,68,67,74,68,61,61,42,46,56,48,31,33,63,74,53,65,66,0,0,0,0,0,0,Right,Med,Med,3,3,51,54,54,57,57,55,65,70,70,71,72,72,72,72,72,70
4095,Eduardo José Borges Machado,71,Boavista FC,Liga NOS,Portugal,Portugal,RB,28,175,67,72,70,74,70,72,75,75,71,61,44,58,34,71,36,33,45,50,37,63,38,57,30,64,71,69,64,68,75,75,69,72,76,62,76,0,0,0,0,0,0,Right,High,Med,2,3,70,70,70,70,70,64,56,61,61,57,60,60,60,61,61,59
4096,Hannes Van Der Bruggen,71,KV Kortrijk,Belgium Pro League,Belgium,Belgium,CM,25,180,74,55,57,54,67,69,67,69,71,73,62,68,54,73,68,63,58,70,72,67,65,72,71,68,66,71,60,66,64,63,67,58,78,63,66,0,0,0,0,0,0,Right,Med,High,4,3,65,66,66,68,68,69,70,67,67,68,66,66,66,65,65,64
4097,Ilombe Mboyo,71,KV Kortrijk,Belgium Pro League,Belgium,Belgium,ST,31,186,82,69,68,69,70,67,59,67,72,74,69,72,69,70,68,61,70,66,70,64,66,68,58,62,38,38,71,27,39,30,74,72,65,81,69,0,0,0,0,0,0,Right,High,Med,3,3,52,52,52,55,55,55,65,68,68,69,70,70,70,69,69,70
4098,Jesus Olmo Lozano,71,CF Reus,LaLiga 1 I 2 I 3,Spain,Spain,CB,33,179,82,65,62,68,51,69,68,63,57,61,48,51,50,62,34,46,29,54,55,47,20,62,59,39,68,67,80,71,63,68,76,92,74,75,77,0,0,0,0,0,0,Left,Med,Med,3,2,70,65,65,62,62,65,57,55,55,54,54,54,54,53,53,58
4099,Sung Ryong Jung,71,Kawasaki Frontale,Meiji Yasuda J1 League,Japan,Korea Republic,GK,33,191,90,0,41,49,0,14,43,70,14,52,0,14,12,18,16,17,12,0,39,10,11,32,33,19,0,25,14,10,11,12,0,45,25,41,31,70,72,66,41,78,69,Right,Med,Med,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4100,Elson Ferreira de Souza,71,Kawasaki Frontale,Meiji Yasuda J1 League,Japan,Brazil,RB,28,180,78,75,75,75,73,72,58,65,75,65,65,75,68,69,62,44,47,63,59,74,33,67,60,39,65,64,57,62,69,70,81,76,91,82,67,0,0,0,0,0,0,Right,High,Med,3,3,68,70,70,72,72,68,68,72,72,69,70,70,70,71,71,70
4101,Mark Beevers,71,Bolton Wanderers,EFL Championship,England,England,CB,28,193,80,51,50,51,46,43,33,62,60,61,38,26,36,53,27,38,45,44,45,31,57,52,45,21,70,72,75,65,72,70,78,70,76,83,71,0,0,0,0,0,0,Left,Med,Med,2,2,70,62,62,59,59,63,52,46,46,45,46,46,46,44,44,49
4102,Sammy Ameobi,71,Bolton Wanderers,EFL Championship,England,England,RM,26,194,78,79,73,83,74,76,55,66,73,55,69,64,68,70,73,62,68,63,64,64,62,64,60,60,35,42,60,35,26,19,66,33,67,75,52,0,0,0,0,0,0,Left,Med,Med,3,4,46,51,51,55,55,52,64,70,70,69,70,70,70,71,71,69
4103,Rémy Riou,71,Sporting Charleroi,Belgium Pro League,Belgium,France,GK,31,189,81,0,58,57,0,39,57,71,23,48,0,18,11,21,13,13,23,0,39,14,15,42,34,13,0,28,12,14,13,12,0,69,32,79,29,71,70,70,58,73,70,Right,Med,Med,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4104,Marco Ilaimaharitra,71,Sporting Charleroi,Belgium Pro League,Belgium,Madagascar,CDM,23,177,79,64,66,63,65,66,71,68,67,66,50,46,37,68,63,46,49,64,65,58,50,69,67,53,67,72,58,63,71,68,75,68,82,71,76,0,0,0,0,0,0,Right,Med,Med,3,3,68,68,68,68,68,70,66,63,63,62,60,60,60,60,60,57
4105,Sean Maguire,71,Preston North End,EFL Championship,England,Republic of Ireland,ST,24,175,68,92,92,92,74,88,85,64,71,67,66,74,73,63,53,56,66,52,62,48,33,58,40,36,38,28,67,50,28,22,65,70,76,65,52,0,0,0,0,0,0,Right,High,Med,3,3,47,52,52,54,54,49,59,68,68,68,70,70,70,70,70,70
4106,Tom Barkhuizen,71,Preston North End,EFL Championship,England,England,LM,25,175,70,94,94,94,70,79,75,63,69,64,66,70,69,72,60,42,56,60,62,66,38,63,48,63,37,23,52,59,24,23,66,90,80,60,56,0,0,0,0,0,0,Right,High,Med,3,3,46,53,53,56,56,50,60,70,70,68,70,70,70,71,71,68
4107,Paul Huntington,71,Preston North End,EFL Championship,England,England,CB,31,191,80,43,42,44,34,30,37,61,38,65,32,26,35,38,21,29,43,39,41,26,35,42,53,24,72,70,77,73,71,67,78,68,52,88,87,0,0,0,0,0,0,Right,Low,High,2,2,70,57,57,52,52,60,45,38,38,38,38,38,38,35,35,43
4108,Darnell Fisher,71,Preston North End,EFL Championship,England,England,RB,24,175,70,79,79,79,66,72,63,69,66,56,26,37,20,32,26,26,35,51,42,60,32,56,50,31,72,71,60,72,75,73,77,70,80,73,84,0,0,0,0,0,0,Right,Med,High,3,3,71,70,70,70,70,67,57,59,59,54,52,52,52,56,56,49
4109,Declan Rudd,71,Preston North End,EFL Championship,England,England,GK,27,191,85,0,54,46,0,50,34,64,23,39,0,13,12,12,19,14,43,0,53,15,13,36,36,15,0,22,14,15,13,14,0,46,31,64,24,75,75,66,54,65,66,Right,Med,Med,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4110,Tom Clarke,71,Preston North End,EFL Championship,England,England,CB,30,180,77,58,55,61,40,60,67,63,44,57,30,29,21,55,27,35,16,38,34,40,21,42,41,25,71,70,68,74,71,68,79,91,66,81,85,0,0,0,0,0,0,Right,Med,High,3,2,70,61,61,58,58,60,44,41,41,39,39,39,39,39,39,44
4111,Fabian Schnellhardt,71,MSV Duisburg,Bundesliga 2,Germany,Germany,CM,24,180,75,78,80,76,73,77,74,71,71,72,66,54,67,68,68,55,57,68,74,53,64,73,68,65,62,69,45,63,64,56,73,72,80,74,61,0,0,0,0,0,0,Left,Med,Med,3,3,64,66,66,68,68,69,70,70,70,71,69,69,69,69,69,66
4112,Lukas Fröde,71,MSV Duisburg,Bundesliga 2,Germany,Germany,CDM,23,192,85,53,54,53,60,49,48,65,68,62,48,44,44,63,47,39,49,59,55,48,42,69,67,46,69,72,69,71,68,63,83,60,93,83,74,0,0,0,0,0,0,Right,Low,High,2,2,70,66,66,66,66,70,64,59,59,58,57,57,57,56,56,58
4113,Moritz Stoppelkamp,71,MSV Duisburg,Bundesliga 2,Germany,Germany,LM,31,180,75,78,79,78,71,75,73,67,69,66,68,68,65,75,71,67,59,66,62,71,68,69,61,63,57,56,60,62,53,51,70,75,86,65,62,0,0,0,0,0,0,Right,High,Low,2,3,60,65,65,67,67,63,67,70,70,69,69,69,69,70,70,69
4114,Andreas Weimann,71,Bristol City,EFL Championship,England,Austria,ST,27,178,76,82,83,82,69,73,61,71,70,60,69,72,66,76,69,59,72,60,63,54,64,68,43,68,44,49,68,40,41,34,69,50,81,63,76,0,0,0,0,0,0,Right,High,Med,3,3,54,58,58,59,59,57,63,69,69,69,71,71,71,69,69,70
4115,Josh Brownhill,71,Bristol City,EFL Championship,England,England,CM,22,178,69,73,70,75,69,70,71,69,71,69,65,70,62,77,70,50,40,67,69,65,65,69,67,58,64,65,64,62,67,61,74,74,86,69,70,0,0,0,0,0,0,Right,Med,Med,3,3,66,68,68,69,69,68,70,70,70,69,69,69,69,69,69,68
4116,Jamie Paterson,71,Bristol City,EFL Championship,England,England,LM,26,175,67,81,84,78,72,89,77,66,70,67,67,65,67,66,72,57,64,69,73,72,67,67,63,67,34,34,57,40,21,27,46,72,67,41,27,0,0,0,0,0,0,Right,High,Med,4,3,41,52,52,55,55,49,64,70,70,70,69,69,69,71,71,66
4117,Eros Pisano,71,Bristol City,EFL Championship,England,Italy,RB,31,185,83,68,66,69,66,71,62,70,64,69,43,59,27,66,50,47,55,59,39,69,40,65,61,63,71,70,75,70,72,72,76,75,76,79,71,0,0,0,0,0,0,Right,High,Med,3,3,72,70,70,69,69,68,61,62,62,58,58,58,58,60,60,59
4118,Thomas Buffel,71,SV Zulte-Waregem,Belgium Pro League,Belgium,Belgium,RM,37,176,70,58,62,54,71,65,70,67,72,81,68,80,68,64,66,68,73,72,76,72,67,72,68,66,46,59,51,39,43,45,62,58,68,59,65,0,0,0,0,0,0,Right,Med,Low,4,3,53,58,58,60,60,61,69,70,70,71,70,70,70,70,70,67
4119,Mamadou Sylla,71,SV Zulte-Waregem,Belgium Pro League,Belgium,Senegal,ST,24,176,75,76,75,77,70,71,61,66,70,68,69,68,70,72,69,62,62,60,71,57,42,68,36,65,37,36,72,21,42,37,71,75,67,75,65,0,0,0,0,0,0,Right,Med,Med,4,3,51,53,53,55,55,52,62,67,67,69,70,70,70,69,69,70
4120,Damien Marcq,71,SV Zulte-Waregem,Belgium Pro League,Belgium,France,CDM,29,182,77,50,48,51,60,62,65,67,66,68,48,39,49,57,43,46,33,62,62,52,30,68,70,59,71,78,72,65,72,69,73,47,76,73,76,0,0,0,0,0,0,Right,Low,High,3,2,70,66,66,66,66,70,64,58,58,58,56,56,56,55,55,56
4121,Daniel Toribio Gutiérrez,71,AD Alcorcón,LaLiga 1 I 2 I 3,Spain,Spain,CDM,30,172,71,59,64,54,55,63,68,57,56,62,47,46,31,69,59,39,54,64,64,58,56,71,62,49,70,70,46,72,76,67,83,79,92,78,83,0,0,0,0,0,0,Left,Med,High,3,2,69,67,67,67,67,70,63,58,58,57,54,54,54,54,54,52
4122,Albert Dorca Maso,71,AD Alcorcón,LaLiga 1 I 2 I 3,Spain,Spain,CDM,35,182,77,38,49,29,64,64,58,67,70,80,59,51,56,71,65,34,51,65,66,67,41,69,66,46,68,74,61,67,69,59,78,70,73,81,77,0,0,0,0,0,0,Left,Med,High,3,2,69,64,64,65,65,70,66,61,61,62,60,60,60,60,60,60
4123,Fabian Klos,71,DSC Arminia Bielefeld,Bundesliga 2,Germany,Germany,ST,30,194,93,64,61,66,61,46,43,68,65,72,71,73,73,74,65,70,71,48,62,40,45,54,32,41,36,24,78,39,32,24,82,61,71,90,79,0,0,0,0,0,0,Right,High,High,4,2,51,47,47,48,48,48,56,60,60,62,66,66,66,62,62,70
4124,Robert Tesche,71,VfL Bochum 1848,Bundesliga 2,Germany,Germany,CM,31,180,71,63,64,63,70,66,73,71,73,73,67,64,63,75,71,68,62,69,66,67,65,72,69,66,66,67,74,57,71,63,72,80,76,71,68,0,0,0,0,0,0,Right,High,High,4,3,68,68,68,68,68,69,70,68,68,68,68,68,68,68,68,69
